"ID","Author Name","Author Channel URL","Public","Published","Comment","Likes","Comment URL"
"UgwZ6nuUYui6B1RIzFl4AaABAg","Ben Mateos","https://www.youtube.com/channel/UCuOos9Is29pGab6VwM6ySsA","true","2020-03-18 11:41:41","First","1","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgwZ6nuUYui6B1RIzFl4AaABAg"
"UgxYPQfsIzeb1xL1nSx4AaABAg","Juan Carlos Bornes","https://www.youtube.com/channel/UCuAJgozOdt35nvvGigsLa-g","true","2020-03-18 11:41:41","Será definitivo...?","0","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgxYPQfsIzeb1xL1nSx4AaABAg"
"UgxUiHK_EbS18K7Qist4AaABAg","Sophea YOUN","https://www.youtube.com/channel/UCsCrVrXMO_BAho_tddCll-w","true","2020-03-18 11:41:41","Nice","0","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgxUiHK_EbS18K7Qist4AaABAg"
"Ugz_3CNhDbrAx677vwF4AaABAg","K3n3Destroyer","https://www.youtube.com/channel/UCA6Yh34ZDVgZxp9ClojS4Bg","true","2020-03-18 11:41:41","Re-introduction*","17286","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=Ugz_3CNhDbrAx677vwF4AaABAg"
"UgxIs7nwjZXBErp4a4B4AaABAg","Vahag Y","https://www.youtube.com/channel/UCXlbK4WOxfD0XNH3OUvPdgQ","true","2020-03-18 11:41:41","First","0","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgxIs7nwjZXBErp4a4B4AaABAg"
"UgxWlcB2gZLDqe2ZWhZ4AaABAg","Huzaifah Zaheer","https://www.youtube.com/channel/UCoo8_I_QtFUDb56sCe3eLHA","true","2020-03-18 11:41:41","Its comming soon!!!","0","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgxWlcB2gZLDqe2ZWhZ4AaABAg"
"UgzK2MSsjFtWst_VXWR4AaABAg","Eduardo Rangel","https://www.youtube.com/channel/UCBwiyyTASyqi4vTLtFLQbeA","true","2020-03-18 11:41:41","Firs","0","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgzK2MSsjFtWst_VXWR4AaABAg"
"UgyiFZNBn39V9Moa2qJ4AaABAg","Marvelous OneJr","https://www.youtube.com/channel/UCW3kdQtttnvV506ldTlkddQ","true","2020-03-18 11:41:41","Very nice.
(and early.)","0","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgyiFZNBn39V9Moa2qJ4AaABAg"
"Ugy5aLM5iLoYLRxuTot4AaABAg","Josudex","https://www.youtube.com/channel/UCw33bjhp87vaR7MMON6sumA","true","2020-03-18 11:41:41","Regalame uno xd","0","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=Ugy5aLM5iLoYLRxuTot4AaABAg"
"UgyTvr4xR-CSE1vD-fZ4AaABAg","Faddish BigFoot","https://www.youtube.com/channel/UCfKeV6SUdG4my8tTILF_3_Q","true","2020-03-18 11:41:41","Did they fix it this time?","667","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgyTvr4xR-CSE1vD-fZ4AaABAg"
"UgwGVkoV_Jr6JgDB1pd4AaABAg","Alex Persaud","https://www.youtube.com/channel/UCuKnoFPrQ1-b_jxpvTdpUeQ","true","2020-03-18 11:41:41","Finally Samsung","2","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgwGVkoV_Jr6JgDB1pd4AaABAg"
"UgxkWzddofW7lG_Ok-F4AaABAg","JayJD_","https://www.youtube.com/channel/UCSR65bhzI9FEOiR35GLg51w","true","2020-03-18 11:41:41","I guess it's back?","1624","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgxkWzddofW7lG_Ok-F4AaABAg"
"UgxYXjz-luWtNNNhJht4AaABAg","pumpyjetski_","https://www.youtube.com/channel/UCo-fgKhRcL9RAWKfYoXE8qA","true","2020-03-18 11:41:41","It's back!!!!!","0","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgxYXjz-luWtNNNhJht4AaABAg"
"UgzUJ1y55q7epMIaQTN4AaABAg","김민성","https://www.youtube.com/channel/UCYsCg4k625DURVT2HLnFrXg","true","2020-03-18 11:41:41","어?!?!?!!? 잠만 어?!?!?!?!!?  드디여ㅠㅠ","3","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgzUJ1y55q7epMIaQTN4AaABAg"
"UgzKvsmArJPVABji4-h4AaABAg","Permeet","https://www.youtube.com/channel/UCPn6z51spfFiiXfV67BpUDg","true","2020-03-18 11:41:41","Cool","0","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgzKvsmArJPVABji4-h4AaABAg"
"Ugz1FdtOuhcqrfYZ8Qx4AaABAg","Edwin Felipe","https://www.youtube.com/channel/UCaRNfnyM-GiQaK5EOtyIukw","true","2020-03-18 11:41:41","Again? wh... what?","2","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=Ugz1FdtOuhcqrfYZ8Qx4AaABAg"
"UgwFHzBAwCb-9yp1qVl4AaABAg","GIOVANNI PLAYZ","https://www.youtube.com/channel/UCUgRwLRT4_8eUHT9drWkT1Q","true","2020-03-18 11:41:41","Better not break like last time","1","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgwFHzBAwCb-9yp1qVl4AaABAg"
"Ugwvr-0SGuAfXLfHXy94AaABAg","T.baldwin","https://www.youtube.com/channel/UCdWEykYH63q-hrpiDFkYZyQ","true","2020-03-18 11:41:41","did i miss something","0","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=Ugwvr-0SGuAfXLfHXy94AaABAg"
"UgytjikQ0hWO_hOsxel4AaABAg","nonameclub27","https://www.youtube.com/channel/UCKjDhUHUY_sIFCHbss6sDmQ","true","2020-03-18 11:41:41","They should come out with the note fold","3","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgytjikQ0hWO_hOsxel4AaABAg"
"UgznCfEBbXbMBeKafFF4AaABAg","crazylol 1378","https://www.youtube.com/channel/UC-O_Pi2UswDQigTy-AVWDSg","true","2020-03-18 11:41:41","So is it complete now?? Not wanna save up to end up saving my money because the fold started to break","100","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgznCfEBbXbMBeKafFF4AaABAg"
"Ugwm_0-xdaMrSYpZ4lp4AaABAg","Orbital","https://www.youtube.com/channel/UCbpP1q6EXq3CrQeI6jhEr7w","true","2020-03-18 11:41:41","Yey!","0","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=Ugwm_0-xdaMrSYpZ4lp4AaABAg"
"UgzfDdMADu7f7AHXN7Z4AaABAg","Tim Healey","https://www.youtube.com/channel/UC21ZG5HpmvKOFUjCzEN3ZFg","true","2020-03-18 11:41:41","Yee","1","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgzfDdMADu7f7AHXN7Z4AaABAg"
"UgyPRMNHNN4z1uqEm154AaABAg","Autistic Ginger","https://www.youtube.com/channel/UCwb6sgGd-EHhEFb0MysjkLA","true","2020-03-18 11:41:41","They did it...they really did it...again...","0","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgyPRMNHNN4z1uqEm154AaABAg"
"UgwLRlv1jJj6Y1j-MP94AaABAg","Arslan Sabali","https://www.youtube.com/channel/UCfjNA8X9aRHZj3bdkcDvD7g","true","2020-03-18 11:41:41","1","1","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgwLRlv1jJj6Y1j-MP94AaABAg"
"UgwHFQy-zSiIvU-nit14AaABAg","Jason Fox","https://www.youtube.com/channel/UC1xZq6A42-fuXoJ2AmZvdmQ","true","2020-03-18 11:41:41","Fixed? Broken?","1","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgwHFQy-zSiIvU-nit14AaABAg"
"UgyM-sOLxmdqVkXTMVZ4AaABAg","CrazyJaime_YT","https://www.youtube.com/channel/UCvo8IU_GCQM00oYEjJZ9A_g","true","2020-03-18 11:41:41","WE LOVE YOU SAMSUNG!!!!❤❤❤❤","52","https://www.youtube.com/watch?v=E9ydQoi2VbA&lc=UgyM-sOLxmdqVkXTMVZ4AaABAg"
